CUST_CODE,CUST_LIFESTAGE_LABEL,CUST_LIFESTAGE_CD,CUST_PRICE_SENSITIVITY_LABEL,CUST_PRICE_SENSITIVITY_CD,Start_Date,Last_Date,FQ,Total_Spend,MTBP,Life_Time,ARPU,CLTV,BASKET_SIZE_L,BASKET_SIZE_M,BASKET_SIZE_S,BASKET_PRICE_SENSITIVITY_LA,BASKET_PRICE_SENSITIVITY_MM,BASKET_PRICE_SENSITIVITY_UM,BASKET_PRICE_SENSITIVITY_XX,BASKET_TYPE_Full Shop,BASKET_TYPE_Small Shop,BASKET_TYPE_Top Up,BASKET_TYPE_XX,BASKET_DOMINANT_MISSION_Fresh,BASKET_DOMINANT_MISSION_Grocery,BASKET_DOMINANT_MISSION_Mixed,BASKET_DOMINANT_MISSION_Nonfood,BASKET_DOMINANT_MISSION_XX
CUST0000111347,Young Families,2,Less Affluent,0,2006-07-20 00:00:00,2007-01-04 00:00:00,2,41.16,84,726,20.58,14941.08,1,0,0,0.5,0.5,0,0,0,0,1,0,0,0,1,0,0
CUST0000111606,Other,5,Mid Market,1,2006-07-12 00:00:00,2008-04-03 00:00:00,11,146.46,57.36363636,734,13.31454545,9772.876364,0.727272727,0.272727273,0,0.272727273,0.636363636,0.090909091,0,0.090909091,0.272727273,0.545454545,0.090909091,0.545454545,0.272727273,0.090909091,0,0.090909091
CUST0000111790,Other,5,Less Affluent,0,2006-04-17 00:00:00,2006-04-17 00:00:00,1,16.13,0,820,16.13,13226.6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000111873,Young Adults,0,UP Market,2,2006-04-30 00:00:00,2008-07-06 00:00:00,146,2609.62,5.465753425,807,17.87410959,14424.40644,0.410958904,0.417808219,0.171232877,0.136986301,0.45890411,0.404109589,0,0.095890411,0.47260274,0.431506849,0,0.410958904,0.273972603,0.280821918,0.034246575,0
CUST0000112668,Other,5,Less Affluent,0,2006-04-12 00:00:00,2008-07-04 00:00:00,56,75.81,14.53571429,825,1.35375,1116.84375,0,0.053571429,0.946428571,0,0.892857143,0,0.107142857,0,1,0,0,0,0.892857143,0,0.107142857,0
CUST0000113277,Older Adults,3,UP Market,2,2007-08-05 00:00:00,2007-08-15 00:00:00,3,95.57,3.333333333,345,31.85666667,10990.55,1,0,0,0,0.333333333,0.666666667,0,0,0,1,0,0.666666667,0,0.333333333,0,0
CUST0000113338,Young Adults,0,UP Market,2,2007-06-21 00:00:00,2007-07-15 00:00:00,2,2.92,12,390,1.46,569.4,0,0,1,0,1,0,0,0,1,0,0,0.5,0.5,0,0,0
CUST0000113457,Other,5,Mid Market,1,2006-05-29 00:00:00,2007-05-27 00:00:00,2,23.1,181.5,778,11.55,8985.9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000114113,Young Families,2,Less Affluent,0,2006-12-06 00:00:00,2007-12-23 00:00:00,6,171.01,63.66666667,587,28.50166667,16730.47833,0.666666667,0,0.333333333,0.333333333,0.5,0.166666667,0,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.166666667,0.166666667,0
CUST0000115145,Other,5,UP Market,2,2006-06-13 00:00:00,2008-06-28 00:00:00,28,1015.83,26.64285714,763,36.27964286,27681.3675,0.75,0.214285714,0.035714286,0,0.464285714,0.535714286,0,0.142857143,0.214285714,0.642857143,0,0.142857143,0.714285714,0.142857143,0,0
CUST0000115566,Young Families,2,UP Market,2,2006-04-23 00:00:00,2008-07-03 00:00:00,87,1913.83,9.218390805,814,21.99804598,17906.40943,0.643678161,0.287356322,0.068965517,0.034482759,0.379310345,0.586206897,0,0.103448276,0.264367816,0.632183908,0,0.770114943,0.091954023,0.126436782,0.011494253,0
CUST0000115925,Other,5,Mid Market,1,2006-04-23 00:00:00,2008-06-26 00:00:00,74,1023.3,10.74324324,814,13.82837838,11256.3,0.27027027,0.283783784,0.445945946,0.216216216,0.716216216,0.067567568,0,0.108108108,0.689189189,0.202702703,0,0.527027027,0.202702703,0.162162162,0.108108108,0
CUST0000116158,OA,1,UP Market,2,2006-06-15 00:00:00,2008-06-28 00:00:00,25,279.29,29.76,761,11.1716,8501.5876,0.44,0.32,0.24,0,0.04,0.92,0.04,0,0.56,0.4,0.04,0.84,0.12,0,0,0.04
CUST0000116224,Young Adults,0,UP Market,2,2008-03-07 00:00:00,2008-04-27 00:00:00,2,1.96,25.5,130,0.98,127.4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000116835,Other,5,Mid Market,1,2006-10-13 00:00:00,2007-06-11 00:00:00,2,18.61,120.5,641,9.305,5964.505,0,1,0,0.5,0.5,0,0,0,0,1,0,0,0,1,0,0
CUST0000116931,Young Families,2,Mid Market,1,2007-11-07 00:00:00,2007-11-07 00:00:00,1,8.9,0,251,8.9,2233.9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
CUST0000117023,Other,5,Mid Market,1,2008-02-22 00:00:00,2008-04-06 00:00:00,5,59.92,8.8,144,11.984,1725.696,0.4,0.6,0,0.2,0.6,0.2,0,0.2,0.4,0.4,0,0.6,0,0.4,0,0
CUST0000117088,Young Families,2,Mid Market,1,2007-10-04 00:00:00,2007-10-04 00:00:00,1,0.34,0,285,0.34,96.9,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000117092,Other,5,Less Affluent,0,2006-07-16 00:00:00,2008-04-25 00:00:00,3,8.96,216.3333333,730,2.986666667,2180.266667,0,0.333333333,0.666666667,0.333333333,0,0.666666667,0,0,1,0,0,0.666666667,0.333333333,0,0,0
CUST0000117551,Older Adults,3,Less Affluent,0,2006-12-01 00:00:00,2008-04-12 00:00:00,7,33.59,71.14285714,592,4.798571429,2840.754286,0.142857143,0.142857143,0.714285714,0.285714286,0.571428571,0,0.142857143,0,0.714285714,0.142857143,0.142857143,0.285714286,0,0.571428571,0,0.142857143
CUST0000117706,Young Adults,0,UP Market,2,2006-11-22 00:00:00,2008-06-03 00:00:00,9,258.81,62.11111111,601,28.75666667,17282.75667,0.777777778,0.111111111,0.111111111,0.111111111,0.777777778,0.111111111,0,0.444444444,0.222222222,0.333333333,0,0.666666667,0,0.222222222,0.111111111,0
CUST0000118114,Other,5,Mid Market,1,2008-03-31 00:00:00,2008-03-31 00:00:00,1,3.05,0,106,3.05,323.3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000118502,Young Families,2,Mid Market,1,2006-04-14 00:00:00,2008-06-12 00:00:00,22,567.7,35.90909091,823,25.80454545,21237.14091,0.454545455,0.363636364,0.181818182,0.181818182,0.454545455,0.363636364,0,0.363636364,0.318181818,0.318181818,0,0.454545455,0.181818182,0.318181818,0.045454545,0
CUST0000118887,Young Families,2,UP Market,2,2007-04-14 00:00:00,2007-04-14 00:00:00,1,2.04,0,458,2.04,934.32,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000119345,Young Adults,0,Less Affluent,0,2007-07-09 00:00:00,2008-04-21 00:00:00,8,111.58,35.875,372,13.9475,5188.47,0.375,0.375,0.25,0.5,0.375,0.125,0,0.125,0.375,0.5,0,0.375,0.375,0.25,0,0
CUST0000119697,Other,5,UP Market,2,2006-09-06 00:00:00,2008-05-13 00:00:00,8,173.52,76.875,678,21.69,14705.82,0.5,0.5,0,0,0.25,0.75,0,0.375,0.25,0.375,0,1,0,0,0,0
CUST0000120121,OA,1,Unclas,3,2007-02-17 00:00:00,2008-01-03 00:00:00,4,29.45,80,514,7.3625,3784.325,0,1,0,0.75,0,0.25,0,0,0.5,0.5,0,0.75,0,0,0.25,0
CUST0000120179,Young Families,2,Mid Market,1,2006-05-27 00:00:00,2008-01-05 00:00:00,2,10.22,294,780,5.11,3985.8,0,1,0,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0
CUST0000120273,Pensioners,4,UP Market,2,2006-05-11 00:00:00,2008-06-22 00:00:00,50,440.89,15.46,796,8.8178,7018.9688,0.26,0.7,0.04,0.06,0.52,0.42,0,0,0.32,0.68,0,0.52,0.04,0.4,0.04,0
CUST0000121005,OA,1,Mid Market,1,2006-04-10 00:00:00,2008-07-06 00:00:00,146,257.73,5.602739726,827,1.765273973,1459.881575,0,0,1,0.034246575,0.945205479,0.01369863,0.006849315,0,1,0,0,0.856164384,0.095890411,0.02739726,0.020547945,0
CUST0000121299,OA,1,Less Affluent,0,2006-10-29 00:00:00,2006-10-29 00:00:00,1,30.91,0,625,30.91,19318.75,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000121847,Older Adults,3,UP Market,2,2008-02-14 00:00:00,2008-02-28 00:00:00,3,70.82,4.666666667,152,23.60666667,3588.213333,1,0,0,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0,0.666666667,0.333333333,0,0,0
CUST0000121862,Other,5,Unclas,3,2007-08-01 00:00:00,2007-08-01 00:00:00,1,6.61,0,349,6.61,2306.89,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000122195,Young Adults,0,Less Affluent,0,2006-11-18 00:00:00,2008-07-02 00:00:00,243,1470.16,2.436213992,605,6.050041152,3660.274897,0.218106996,0.510288066,0.271604938,0.596707819,0.341563786,0.04526749,0.016460905,0.028806584,0.53909465,0.423868313,0.008230453,0.444444444,0.193415638,0.300411523,0.053497942,0.008230453
CUST0000122498,Young Adults,0,Less Affluent,0,2007-07-25 00:00:00,2008-04-12 00:00:00,5,100.02,52.4,356,20.004,7121.424,0.8,0.2,0,0.4,0.2,0.4,0,0.2,0.6,0.2,0,0,0,0.8,0.2,0
CUST0000122926,Other,5,Mid Market,1,2008-01-17 00:00:00,2008-01-17 00:00:00,1,2.68,0,180,2.68,482.4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000123514,OA,1,Mid Market,1,2006-07-13 00:00:00,2006-07-13 00:00:00,1,1.87,0,733,1.87,1370.71,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000123905,Other,5,UP Market,2,2008-03-22 00:00:00,2008-03-22 00:00:00,1,0.39,0,115,0.39,44.85,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000124175,Pensioners,4,Mid Market,1,2006-09-16 00:00:00,2008-05-31 00:00:00,7,12.9,89,668,1.842857143,1231.028571,0,0.571428571,0.428571429,0,1,0,0,0,1,0,0,0,0.714285714,0,0.285714286,0
CUST0000124183,Young Adults,0,Mid Market,1,2006-04-10 00:00:00,2008-07-05 00:00:00,48,264.47,17.02083333,827,5.509791667,4556.597708,0.083333333,0.520833333,0.395833333,0.145833333,0.6875,0.166666667,0,0,0.708333333,0.291666667,0,0.5625,0.1875,0.25,0,0
CUST0000124528,Other,5,Less Affluent,0,2006-08-30 00:00:00,2008-04-19 00:00:00,7,162.59,85.42857143,685,23.22714286,15910.59286,0.857142857,0,0.142857143,0.714285714,0.285714286,0,0,0.428571429,0.142857143,0.428571429,0,0.142857143,0.285714286,0.428571429,0.142857143,0
CUST0000124983,Young Families,2,UP Market,2,2007-03-07 00:00:00,2008-05-23 00:00:00,4,2.5,110.75,496,0.625,310,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000125235,Young Families,2,Mid Market,1,2006-08-30 00:00:00,2007-07-15 00:00:00,3,9.39,106.3333333,685,3.13,2144.05,0,0,1,0,0,0.333333333,0.666666667,0,0.333333333,0,0.666666667,0,0,0,0.333333333,0.666666667
CUST0000125360,Older Adults,3,Mid Market,1,2006-07-13 00:00:00,2008-06-30 00:00:00,19,171.14,37.78947368,733,9.007368421,6602.401053,0.210526316,0.578947368,0.210526316,0.263157895,0.631578947,0.105263158,0,0,0.736842105,0.263157895,0,0.421052632,0.263157895,0.210526316,0.105263158,0
CUST0000125691,OA,1,Less Affluent,0,2006-08-31 00:00:00,2008-06-14 00:00:00,9,79.85,72.55555556,684,8.872222222,6068.6,0.111111111,0.666666667,0.222222222,0,0.777777778,0.222222222,0,0,0.555555556,0.444444444,0,0.444444444,0.222222222,0.111111111,0.222222222,0
CUST0000126368,Young Adults,0,Less Affluent,0,2006-07-01 00:00:00,2006-07-01 00:00:00,1,0.23,0,745,0.23,171.35,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST0000126379,OA,1,UP Market,2,2006-10-08 00:00:00,2006-10-08 00:00:00,1,8.95,0,646,8.95,5781.7,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000126424,Other,5,Less Affluent,0,2007-09-11 00:00:00,2007-09-15 00:00:00,2,18.34,2,308,9.17,2824.36,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,1,0,0
CUST0000126548,Other,5,Less Affluent,0,2006-11-12 00:00:00,2006-11-12 00:00:00,1,4.94,0,611,4.94,3018.34,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000126928,Young Adults,0,Less Affluent,0,2006-07-03 00:00:00,2008-05-29 00:00:00,26,35.59,26.76923077,743,1.368846154,1017.052692,0,0.269230769,0.730769231,0.076923077,0.923076923,0,0,0,1,0,0,0.038461538,0.807692308,0.038461538,0.115384615,0
CUST0000127177,Older Adults,3,Mid Market,1,2006-09-29 00:00:00,2006-09-29 00:00:00,1,4.12,0,655,4.12,2698.6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000127838,Other,5,UP Market,2,2007-03-29 00:00:00,2007-03-29 00:00:00,1,41.5,0,474,41.5,19671,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
CUST0000127841,Other,5,Mid Market,1,2006-04-22 00:00:00,2008-07-03 00:00:00,133,1598.19,6.037593985,815,12.01646617,9793.419925,0.210526316,0.563909774,0.22556391,0.180451128,0.315789474,0.503759398,0,0.067669173,0.751879699,0.180451128,0,0.631578947,0.120300752,0.233082707,0.015037594,0
CUST0000127884,Other,5,Less Affluent,0,2006-05-04 00:00:00,2007-02-05 00:00:00,2,18.62,138.5,803,9.31,7475.93,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,1,0,0,0,0
CUST0000128468,Other,5,UP Market,2,2006-12-08 00:00:00,2008-05-31 00:00:00,2,2.46,270,585,1.23,719.55,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST0000128568,Other,5,Mid Market,1,2007-06-28 00:00:00,2007-06-28 00:00:00,1,3.12,0,383,3.12,1194.96,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000128681,Young Families,2,UP Market,2,2007-02-21 00:00:00,2008-06-03 00:00:00,24,455.28,19.5,510,18.97,9674.7,0.416666667,0.291666667,0.291666667,0.125,0.458333333,0.375,0.041666667,0.041666667,0.416666667,0.5,0.041666667,0.541666667,0.25,0.125,0.041666667,0.041666667
CUST0000128698,Young Families,2,UP Market,2,2007-08-26 00:00:00,2007-08-26 00:00:00,1,40.29,0,324,40.29,13053.96,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000129097,Other,5,Mid Market,1,2006-06-13 00:00:00,2008-04-25 00:00:00,11,54.66,62,763,4.969090909,3791.416364,0.090909091,0.363636364,0.545454545,0.090909091,0.454545455,0.363636364,0.090909091,0,0.727272727,0.272727273,0,0.727272727,0,0.090909091,0.181818182,0
CUST0000129371,OA,1,Mid Market,1,2007-09-21 00:00:00,2008-03-25 00:00:00,4,61.65,46.5,298,15.4125,4592.925,0.5,0.5,0,0.5,0.25,0.25,0,0.5,0.25,0.25,0,0,0.25,0.75,0,0
CUST0000129689,Other,5,Less Affluent,0,2007-08-17 00:00:00,2007-08-17 00:00:00,1,10.94,0,333,10.94,3643.02,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
CUST0000129727,Other,5,UP Market,2,2006-08-26 00:00:00,2007-05-22 00:00:00,5,93.13,53.8,689,18.626,12833.314,0.8,0,0.2,0,0.4,0.6,0,0.2,0.2,0.6,0,0.6,0,0.4,0,0
CUST0000130205,Other,5,Less Affluent,0,2007-12-15 00:00:00,2007-12-15 00:00:00,1,18.37,0,213,18.37,3912.81,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000130319,Other,5,UP Market,2,2007-04-04 00:00:00,2008-05-03 00:00:00,2,63.34,197.5,468,31.67,14821.56,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
CUST0000130603,Young Adults,0,UP Market,2,2006-11-20 00:00:00,2006-11-20 00:00:00,1,64.79,0,603,64.79,39068.37,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
CUST0000131598,Other,5,Less Affluent,0,2006-11-20 00:00:00,2006-11-29 00:00:00,2,16.87,4.5,603,8.435,5086.305,0,0.5,0.5,0.5,0.5,0,0,0,1,0,0,0.5,0,0,0.5,0
CUST0000131899,Other,5,Mid Market,1,2006-09-19 00:00:00,2006-09-19 00:00:00,1,0.39,0,665,0.39,259.35,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000132039,Young Adults,0,Mid Market,1,2007-05-11 00:00:00,2007-05-11 00:00:00,1,0.98,0,431,0.98,422.38,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000132217,Other,5,Mid Market,1,2008-02-13 00:00:00,2008-02-13 00:00:00,1,6.76,0,153,6.76,1034.28,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000132530,Other,5,UP Market,2,2006-08-17 00:00:00,2008-04-08 00:00:00,10,107.38,60,698,10.738,7495.124,0.1,0.2,0.7,0,0.6,0.4,0,0,0.9,0.1,0,0.4,0.3,0.1,0.2,0
CUST0000132570,Young Families,2,Less Affluent,0,2006-04-13 00:00:00,2008-06-09 00:00:00,50,1089.19,15.76,824,21.7838,17949.8512,0.72,0.16,0.12,0.44,0.56,0,0,0.5,0.28,0.22,0,0.46,0.22,0.32,0,0
CUST0000132619,Young Adults,0,Mid Market,1,2007-09-08 00:00:00,2007-12-10 00:00:00,6,10.8,15.5,311,1.8,559.8,0,0,1,0.166666667,0.833333333,0,0,0,1,0,0,0.333333333,0.666666667,0,0,0
CUST0000133268,Young Adults,0,Less Affluent,0,2007-04-26 00:00:00,2007-04-26 00:00:00,1,5.97,0,446,5.97,2662.62,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000133531,Other,5,Mid Market,1,2007-11-19 00:00:00,2008-06-20 00:00:00,88,659.66,2.431818182,239,7.496136364,1791.576591,0.113636364,0.545454545,0.340909091,0.329545455,0.488636364,0.181818182,0,0,0.659090909,0.340909091,0,0.386363636,0.25,0.329545455,0.034090909,0
CUST0000133638,Other,5,Mid Market,1,2006-04-15 00:00:00,2006-09-05 00:00:00,2,12.45,71.5,822,6.225,5116.95,0,1,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0
CUST0000133802,Young Families,2,Mid Market,1,2007-04-03 00:00:00,2007-08-28 00:00:00,2,41.44,73.5,469,20.72,9717.68,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,0
CUST0000134373,Other,5,Unclas,3,2007-06-10 00:00:00,2008-03-16 00:00:00,2,14.89,140,401,7.445,2985.445,0,0.5,0.5,0.5,0,0.5,0,0,1,0,0,0.5,0,0.5,0,0
CUST0000134441,Other,5,Mid Market,1,2006-12-31 00:00:00,2008-04-10 00:00:00,2,1.84,233,562,0.92,517.04,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST0000134662,Other,5,Mid Market,1,2006-09-19 00:00:00,2007-06-24 00:00:00,3,3.27,92.66666667,665,1.09,724.85,0,0.333333333,0.666666667,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000134682,Other,5,Mid Market,1,2006-10-30 00:00:00,2008-06-08 00:00:00,2,9.48,293.5,624,4.74,2957.76,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
CUST0000135248,Other,5,Less Affluent,0,2006-07-03 00:00:00,2008-04-22 00:00:00,11,364.52,59.90909091,743,33.13818182,24621.66909,0.909090909,0,0.090909091,0.636363636,0.363636364,0,0,0.909090909,0.090909091,0,0,0.636363636,0.181818182,0.181818182,0,0
CUST0000135397,Older Adults,3,Mid Market,1,2006-04-10 00:00:00,2008-07-05 00:00:00,125,3624.99,6.536,827,28.99992,23982.93384,0.672,0.2,0.128,0.272,0.528,0.2,0,0.464,0.272,0.256,0.008,0.536,0.088,0.352,0.016,0.008
CUST0000135420,OA,1,Mid Market,1,2007-06-21 00:00:00,2008-05-31 00:00:00,2,1.96,172.5,390,0.98,382.2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000135491,Other,5,UP Market,2,2006-08-08 00:00:00,2008-04-18 00:00:00,2,11.18,309.5,707,5.59,3952.13,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
CUST0000135780,Young Families,2,Mid Market,1,2006-05-28 00:00:00,2006-05-28 00:00:00,1,1.82,0,779,1.82,1417.78,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000136043,Young Families,2,Mid Market,1,2006-04-11 00:00:00,2008-06-24 00:00:00,131,3811.3,6.145038168,826,29.09389313,24031.55573,0.809160305,0.091603053,0.099236641,0.190839695,0.740458015,0.038167939,0.030534351,0.717557252,0.129770992,0.122137405,0.030534351,0.519083969,0.061068702,0.374045802,0.015267176,0.030534351
CUST0000136191,OA,1,Mid Market,1,2008-02-05 00:00:00,2008-02-05 00:00:00,1,8.02,0,161,8.02,1291.22,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000136384,Young Adults,0,UP Market,2,2006-06-21 00:00:00,2008-06-09 00:00:00,38,574.1,18.92105263,755,15.10789474,11406.46053,0.578947368,0.368421053,0.052631579,0.052631579,0.078947368,0.868421053,0,0.078947368,0.368421053,0.552631579,0,0.763157895,0.026315789,0.210526316,0,0
CUST0000136845,Other,5,Mid Market,1,2007-01-17 00:00:00,2008-04-17 00:00:00,4,3.29,114,545,0.8225,448.2625,0,0.25,0.75,0,1,0,0,0,1,0,0,0,0.5,0.5,0,0
CUST0000136920,Young Families,2,Less Affluent,0,2006-05-07 00:00:00,2008-05-25 00:00:00,7,21.3,107,800,3.042857143,2434.285714,0.142857143,0.571428571,0.285714286,0.428571429,0.571428571,0,0,0,0.857142857,0.142857143,0,0.142857143,0.714285714,0,0.142857143,0
CUST0000137326,Young Families,2,UP Market,2,2007-10-21 00:00:00,2007-11-30 00:00:00,3,2.12,13.33333333,268,0.706666667,189.3866667,0,0,1,0,1,0,0,0,1,0,0,0,0.666666667,0,0.333333333,0
CUST0000137987,Other,5,Mid Market,1,2007-09-20 00:00:00,2008-06-28 00:00:00,27,83.27,10.44444444,299,3.084074074,922.1381481,0.037037037,0.592592593,0.37037037,0.222222222,0.703703704,0.074074074,0,0,0.962962963,0.037037037,0,0.481481481,0.333333333,0.037037037,0.148148148,0
CUST0000138004,Other,5,UP Market,2,2006-10-24 00:00:00,2006-10-24 00:00:00,1,8.47,0,630,8.47,5336.1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000138092,Older Adults,3,Less Affluent,0,2006-04-13 00:00:00,2008-07-06 00:00:00,263,2581.24,3.098859316,824,9.81460076,8087.231027,0.36121673,0.410646388,0.228136882,0.562737643,0.3878327,0.022813688,0.02661597,0.174904943,0.551330798,0.269961977,0.003802281,0.315589354,0.25095057,0.33460076,0.095057034,0.003802281
CUST0000139065,Other,5,Less Affluent,0,2006-09-22 00:00:00,2006-09-29 00:00:00,2,31.42,3.5,662,15.71,10400.02,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0
CUST0000139488,Other,5,UP Market,2,2007-06-17 00:00:00,2007-10-09 00:00:00,2,4.75,57,394,2.375,935.75,0,0.5,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000139673,Other,5,UP Market,2,2007-02-12 00:00:00,2007-03-24 00:00:00,2,0.77,20,519,0.385,199.815,0,0,1,0,1,0,0,0,1,0,0,0.5,0.5,0,0,0
CUST0000140076,Other,5,Mid Market,1,2007-11-04 00:00:00,2007-11-04 00:00:00,1,6.65,0,254,6.65,1689.1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
CUST0000140340,Other,5,Less Affluent,0,2006-05-13 00:00:00,2008-06-28 00:00:00,15,155.33,51.8,794,10.35533333,8222.134667,0.066666667,0.466666667,0.466666667,0.4,0.6,0,0,0.066666667,0.8,0.133333333,0,0.266666667,0.2,0.266666667,0.266666667,0
CUST0000140448,Young Adults,0,Mid Market,1,2006-06-17 00:00:00,2008-07-05 00:00:00,38,249,19.71052632,759,6.552631579,4973.447368,0.131578947,0.736842105,0.131578947,0.473684211,0.394736842,0.131578947,0,0.026315789,0.657894737,0.315789474,0,0.473684211,0.131578947,0.315789474,0.078947368,0
CUST0000140459,OA,1,Mid Market,1,2006-09-12 00:00:00,2008-05-31 00:00:00,6,197.12,104.5,672,32.85333333,22077.44,0.666666667,0.333333333,0,0,1,0,0,0.166666667,0.333333333,0.5,0,1,0,0,0,0
CUST0000140525,Other,5,Mid Market,1,2006-08-02 00:00:00,2007-04-13 00:00:00,2,39.7,127,713,19.85,14153.05,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0
CUST0000140765,Young Adults,0,Less Affluent,0,2006-04-29 00:00:00,2006-12-30 00:00:00,3,1.92,81.66666667,808,0.64,517.12,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000140993,Other,5,Less Affluent,0,2006-04-13 00:00:00,2008-05-16 00:00:00,7,103.26,109.1428571,824,14.75142857,12155.17714,0.285714286,0.428571429,0.285714286,0.285714286,0.714285714,0,0,0.142857143,0.285714286,0.571428571,0,0.857142857,0,0.142857143,0,0
CUST0000141156,Young Adults,0,Mid Market,1,2007-04-06 00:00:00,2007-04-06 00:00:00,2,25.92,0,466,12.96,6039.36,1,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0.5,0
CUST0000141225,Other,5,UP Market,2,2006-11-08 00:00:00,2007-08-30 00:00:00,2,4.19,147.5,615,2.095,1288.425,0,0,1,0,1,0,0,0,1,0,0,0.5,0,0.5,0,0
CUST0000141381,Other,5,Mid Market,1,2006-09-17 00:00:00,2007-01-05 00:00:00,2,18.66,55,667,9.33,6223.11,0,1,0,0,0,0.5,0.5,0,1,0,0,0.5,0,0,0.5,0
CUST0000141402,Other,5,UP Market,2,2007-04-03 00:00:00,2008-05-14 00:00:00,3,83.2,135.6666667,469,27.73333333,13006.93333,0,0.666666667,0.333333333,0,0,1,0,0,1,0,0,0,0.666666667,0.333333333,0,0
CUST0000141780,Other,5,Less Affluent,0,2006-04-25 00:00:00,2008-06-30 00:00:00,32,265.12,24.90625,812,8.285,6727.42,0.3125,0.4375,0.25,0.375,0.5,0.125,0,0.09375,0.53125,0.375,0,0.46875,0.03125,0.34375,0.15625,0
CUST0000141947,Young Families,2,Mid Market,1,2007-11-18 00:00:00,2007-11-18 00:00:00,1,0.37,0,240,0.37,88.8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST0000142044,OA,1,Mid Market,1,2006-04-11 00:00:00,2008-07-03 00:00:00,135,2472.51,6.02962963,826,18.31488889,15128.09822,0.674074074,0.244444444,0.081481481,0.059259259,0.725925926,0.207407407,0.007407407,0.251851852,0.222222222,0.518518519,0.007407407,0.585185185,0.192592593,0.214814815,0,0.007407407
CUST0000142138,Other,5,UP Market,2,2006-04-20 00:00:00,2008-06-25 00:00:00,51,242.72,15.62745098,817,4.759215686,3888.279216,0.078431373,0.294117647,0.62745098,0,0.803921569,0.176470588,0.019607843,0.039215686,0.901960784,0.058823529,0,0.725490196,0.117647059,0.117647059,0.039215686,0
